endereco,preco,quartos,banheiros,area
"59012-270, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",2300000,4.0,5.0,503.0
"59082-000, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1600000,4.0,4.0,196.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",620000,3.0,5.0,260.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",100000,2.0,1.0,50.0
"59073-070, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",140000,2.0,1.0,57.0
"59012-110, Ribeira, Região Leste, Natal, Estado do Rio Grande do Norte",370000,3.0,2.0,76.0
"59022-180, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,87.0
"59014-495, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",700000,3.0,4.0,161.0
"59122-015, Redinha, Região Norte, Natal, Estado do Rio Grande do Norte",99000,2.0,1.0,58.0
"59064-740, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",600000,3.0,3.0,102.0
"59015-290, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",390000,3.0,3.0,167.0
"59015-290, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,4.0,6.0,270.0
"59084-220, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",140000,2.0,1.0,56.0
"59080-480, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,57.0
"59014-490, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",842000,3.0,4.0,100.0
"59065-510, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",274000,3.0,3.0,110.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1450000,3.0,5.0,165.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,92.0
"59022-020, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",310000,3.0,3.0,116.0
"59014-475, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",650000,3.0,5.0,175.0
"59015-430, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",870000,4.0,5.0,223.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",530000,3.0,2.0,117.0
"59122-330, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",132000,2.0,1.0,54.0
"59064-902, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",700000,3.0,2.0,96.0
"59020-130, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",105000,1.0,1.0,58.0
"59022-020, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",319999,2.0,2.0,55.0
"59022-460, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,56.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",579000,4.0,3.0,117.0
"59064-500, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,99.0
"59088-725, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",125000,2.0,2.0,53.0
"59073-290, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",122000,2.0,1.0,50.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",2490000,10.0,12.0,500.0
"59012-360, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1500000,3.0,4.0,252.0
"59084-470, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",594990,3.0,4.0,90.0
"59073-130, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",97000,2.0,2.0,53.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,1.0,100.0
"59062-570, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",490000,3.0,3.0,74.0
"59064-270, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",230000,3.0,1.0,75.0
"59020-610, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",800000,3.0,1.0,178.0
"59012-146, Rocas, Região Leste, Natal, Estado do Rio Grande do Norte",465000,3.0,3.0,93.0
"59084-470, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",618531,3.0,4.0,92.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",700000,3.0,4.0,109.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",240000,3.0,2.0,94.0
"59015-060, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1304387,3.0,4.0,181.0
"59031-350, Alecrim, Região Leste, Natal, Estado do Rio Grande do Norte",379000,3.0,3.0,110.0
"59012-350, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",269890,2.0,2.0,81.0
"59063-550, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1250000,3.0,4.0,136.0
"59022-460, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",275000,3.0,3.0,103.0
"59014-490, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",842000,3.0,3.0,100.0
"59020-010, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",345000,4.0,2.0,137.0
"59042-230, Nordeste, Região Oeste, Natal, Estado do Rio Grande do Norte",670000,3.0,2.0,138.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",445000,2.0,2.0,105.0
"59088-725, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",120000,2.0,2.0,55.0
"59064-725, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",300000,3.0,3.0,105.0
"59020-010, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",368000,3.0,3.0,137.0
"59020-000, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",290000,2.0,2.0,78.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",540000,3.0,2.0,82.0
"59020-505, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",435000,3.0,4.0,187.0
"59022-250, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",800000,3.0,1.0,190.0
"59014-150, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",535000,3.0,3.0,98.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",614999,3.0,3.0,87.0
"Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",250000,3.0,3.0,113.0
"59012-500, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",290000,2.0,1.0,54.0
"59066-035, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",330000,3.0,3.0,134.0
"59012-360, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",6500000,5.0,5.0,480.0
"59015-060, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1056725,3.0,4.0,175.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",3150000,4.0,5.0,489.0
"59064-510, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",310000,2.0,2.0,60.0
"59020-250, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",580000,4.0,3.0,175.0
"59066-035, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",300000,4.0,4.0,150.0
"59084-470, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",588603,2.0,1.0,110.0
"59022-100, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",260000,3.0,2.0,120.0
"59065-510, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",280000,3.0,3.0,105.0
"59015-080, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",799000,3.0,5.0,136.0
"59022-040, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",260000,2.0,2.0,54.0
"59086-100, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,57.0
"59070-600, Cidade da Esperança, Região Oeste, Natal, Estado do Rio Grande do Norte",140000,2.0,1.0,58.0
"59020-450, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",240000,3.0,3.0,112.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",220000,2.0,1.0,52.0
"59073-120, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",65000,2.0,1.0,56.0
"59014-500, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",999000,4.0,5.0,237.0
"59014-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,90.0
"59015-090, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",770000,3.0,5.0,204.0
"59014-475, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",600000,3.0,5.0,160.0
"59022-000, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",320000,3.0,3.0,90.0
"59022-460, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",495000,3.0,1.0,128.0
"59022-460, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,56.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",690000,3.0,3.0,88.0
"59022-250, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",370000,3.0,3.0,105.0
"59022-100, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",230000,3.0,2.0,130.0
"59064-570, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",690000,3.0,5.0,190.0
"59090-515, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",280000,2.0,2.0,60.0
"59084-440, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",594999,3.0,4.0,90.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",700000,4.0,5.0,269.0
"59020-510, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1950000,3.0,5.0,208.0
"59015-060, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1348828,3.0,4.0,175.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,55.0
"59020-055, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1000000,4.0,6.0,220.0
"59012-300, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",499900,4.0,2.0,163.0
"59080-450, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",180000,3.0,1.0,81.0
"59133-365, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",189000,2.0,1.0,45.0
"59091-170, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",140000,2.0,1.0,62.0
"59020-090, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",649999,3.0,3.0,98.0
"59022-040, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",260000,2.0,2.0,65.0
"59088-640, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",225000,2.0,2.0,57.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",90000,2.0,1.0,48.0
"59082-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",655000,,3.0,85.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",1500000,4.0,6.0,550.0
"59014-490, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",822998,3.0,4.0,100.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,96.0
"59015-120, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1100000,3.0,4.0,140.0
"59015-290, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",750000,4.0,6.0,231.0
"59064-270, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,83.0
"59086-200, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",320000,3.0,2.0,80.0
"59014-460, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",568650,3.0,2.0,97.0
"59073-140, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,56.0
"59073-090, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,44.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",950000,2.0,4.0,126.0
"59020-620, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",280000,3.0,1.0,126.0
"59010-190, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,4.0,5.0,208.0
"59064-330, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",600000,4.0,4.0,150.0
"59020-510, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",2460000,3.0,5.0,290.0
"59012-110, Ribeira, Região Leste, Natal, Estado do Rio Grande do Norte",300000,3.0,2.0,75.0
"59065-780, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,136.0
"59022-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",418515,3.0,2.0,68.0
"59012-300, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",560000,4.0,3.0,163.0
"59020-510, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",2460000,3.0,5.0,290.0
"59064-470, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",530000,3.0,5.0,186.0
"59066-035, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",300000,4.0,4.0,150.0
"59073-090, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",129999,2.0,1.0,58.0
"59020-620, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",270000,3.0,3.0,136.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",850000,4.0,6.0,280.0
"59073-110, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,44.0
"59133-090, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",187990,2.0,1.0,41.0
"59020-240, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1690000,3.0,5.0,166.0
"59080-470, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",150000,3.0,2.0,84.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",349000,2.0,2.0,57.0
"59015-110, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",420000,3.0,5.0,155.0
"59014-600, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",500000,3.0,4.0,98.0
"59065-200, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",180000,2.0,2.0,97.0
"59020-400, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",435000,3.0,4.0,155.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1090000,4.0,4.0,160.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",1150000,4.0,6.0,345.0
"59014-530, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",160000,3.0,2.0,78.0
"59065-780, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,150.0
"59064-500, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",630000,3.0,5.0,123.0
"59056-215, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",645000,3.0,4.0,114.0
"59073-100, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",99000,2.0,1.0,58.0
"59086-640, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,57.0
"59012-330, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",415000,3.0,3.0,147.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",130000,2.0,1.0,56.0
"59080-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",159000,3.0,3.0,92.0
"59014-490, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",841490,3.0,4.0,100.0
"59065-780, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,4.0,150.0
"59020-330, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",264999,3.0,2.0,75.0
"59066-035, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,1.0,150.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",680000,4.0,5.0,184.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",744812,3.0,1.0,104.0
"59032-550, Alecrim, Região Leste, Natal, Estado do Rio Grande do Norte",532000,3.0,4.0,170.0
"59020-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,55.0
"59022-020, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",410000,3.0,3.0,96.0
"59090-515, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",280000,2.0,2.0,60.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",215000,2.0,1.0,50.0
"59073-240, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",206899,3.0,2.0,59.0
"59133-365, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",175900,2.0,1.0,45.0
"59065-600, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",265000,3.0,3.0,128.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",329999,2.0,2.0,58.0
"59020-505, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1644999,3.0,4.0,208.0
"59084-440, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",642349,3.0,2.0,90.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",310000,2.0,2.0,56.0
"59020-100, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",160000,2.0,2.0,84.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",445000,2.0,2.0,105.0
"59022-020, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",295633,2.0,2.0,55.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",700000,3.0,4.0,269.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,160.0
"59020-310, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,90.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",280000,3.0,3.0,110.0
"59012-420, Ribeira, Região Leste, Natal, Estado do Rio Grande do Norte",12000000,4.0,5.0,814.0
"59015-090, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1399999,3.0,4.0,150.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",105000,2.0,1.0,56.0
"59133-365, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",185900,2.0,1.0,45.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",795000,4.0,5.0,260.0
"59088-725, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",115000,2.0,1.0,56.0
"59084-470, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",619031,3.0,4.0,92.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,1.0,10.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",900000,3.0,2.0,126.0
"59015-110, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1150000,4.0,5.0,140.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",744302,3.0,3.0,104.0
"59066-035, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",150000,3.0,2.0,78.0
"59022-460, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",495000,3.0,1.0,128.0
"59020-120, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",299900,2.0,2.0,57.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",295000,3.0,3.0,107.0
"59020-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,3.0,5.0,140.0
"59073-090, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",130000,2.0,1.0,50.0
"59022-250, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,104.0
"59015-270, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",499000,2.0,3.0,170.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",195000,2.0,1.0,50.0
"59020-640, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",220000,3.0,1.0,72.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",679999,3.0,4.0,185.0
"59133-365, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",253000,3.0,2.0,64.0
"59014-500, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",950000,4.0,5.0,176.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",840000,4.0,4.0,120.0
"59123-026, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",105000,2.0,1.0,58.0
"59088-310, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",150000,2.0,2.0,78.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",530000,3.0,3.0,117.0
"59015-120, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1149000,4.0,4.0,157.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",940000,3.0,1.0,142.0
"59064-740, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,98.0
"59066-285, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",220000,2.0,2.0,57.0
"59020-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1050000,3.0,5.0,283.0
"59022-180, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,4.0,140.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",140000,2.0,,68.0
